User_ID,Age,Education_Level,Stream,Personality_Type,Preferred_Work_Style,Interest_Area,Logical_Score,Creative_Score,Communication_Score,Tech_Score,Math_Score,Biology_Score,Leadership_Score,Problem_Solving_Score,Risk_Taking_Level,Stress_Tolerance,Learning_Speed,Work_Preference,Recommended_Career,Why_Recommended,Steps_To_Achieve,Approx_Salary_India_2026,Top_Colleges_India,Demand_Level
77,24,Undergraduate,Computer Science,Innovator,Team,Media,85,46,65,82,82,17,44,91,44,54,73,Remote,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
78,26,Postgraduate,Engineering,Analytical,Independent,Education,77,50,27,74,83,61,83,80,49,54,59,Field,Civil Engineer,Mathematical aptitude and problem solving are core for civil engineering.,1. B.Tech Civil Engineering 2. AutoCAD/STAAD skills 3. GATE for PSUs 4. Site experience 5. CPWD/NHAI/private construction,5-15 LPA,"IITs, NITs, BITS, Jadavpur, Anna University",Medium
79,23,Postgraduate,Commerce,Creative,Team,Education,41,86,76,44,38,67,70,62,61,70,70,Hybrid,Marketing Manager,Creative leadership and communication drive marketing management.,1. BBA/BA 2. MBA Marketing 3. Digital marketing skills 4. Brand management experience 5. FMCG/e-commerce/media,8-20 LPA,"MICA, IIM-A, XLRI, NMIMS, Amity",High
80,19,Diploma,Engineering,Creative,Team,Law,12,85,88,70,72,54,57,60,57,54,57,Hybrid,UI/UX Designer,High creativity and user empathy are key for UI/UX design.,1. Learn Figma/Adobe XD 2. Study design principles 3. Build portfolio 4. B.Des/BCA 5. Join product companies,6-16 LPA,"NID, NIFT, Srishti, MIT-ID, Pearl Academy",High
81,19,High School,Commerce,Creative,Hybrid,Design,63,86,87,48,35,48,37,56,68,60,87,Hybrid,Content Creator,Creativity and communication skills fuel successful content creation.,1. Choose a niche 2. Learn video editing/writing 3. Build social media presence 4. Monetize via brand deals 5. Scale with team,4-15 LPA,"IIMC, Whistling Woods, SRFTI, Online platforms",High
82,21,Undergraduate,Engineering,Innovator,Independent,Healthcare,82,30,57,84,81,73,88,86,61,57,51,Remote,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
83,23,Diploma,Arts,Creative,Independent,Healthcare,72,85,91,30,41,67,81,24,74,67,51,Hybrid,Journalist,Strong communication and curiosity drive journalism success.,1. BA Mass Comm/Journalism 2. Internship at media house 3. Build portfolio 4. PG diploma optional 5. Print/TV/digital media,4-12 LPA,"IIMC, ACJ, Symbiosis, Jamia, Xavier's Mumbai",Medium
84,27,Postgraduate,Commerce,Leader,Hybrid,Finance,78,60,89,46,50,73,65,72,57,56,54,Office,Lawyer,Strong communication and logical reasoning are essential for law.,1. Clear CLAT/AILET 2. BA LLB (5 yrs) 3. Enroll at Bar Council 4. Internships 5. Law firms or judiciary,6-20 LPA,"NLSIU, NALSAR, NLU Delhi, NUJS, Symbiosis Law",Medium
85,35,Postgraduate,Commerce,Organizer,Hybrid,Media,79,39,78,45,65,53,83,85,56,58,70,Office,Product Manager,Leadership and strategic thinking are essential for product management.,1. B.Tech or BBA 2. Work experience (2-3 yrs) 3. MBA/PGDM 4. PM certifications (PMI-ACP) 5. Tech/startup companies,12-25 LPA,"IIMs, ISB, XLRI, IIT MBA, SP Jain",High
86,31,Postgraduate,Commerce,Leader,Team,Media,50,73,75,54,75,45,81,44,83,53,50,Hybrid,Entrepreneur,High leadership and risk-taking aptitude are ideal for entrepreneurship.,1. Identify market gap 2. Build MVP 3. Seek funding (angel/VC) 4. MBA helpful 5. Join startup ecosystem,Variable 5-25 LPA,"IITs, IIMs, ISB, BITS, NID",High
87,32,Postgraduate,Engineering,Innovator,Hybrid,Business,79,79,86,42,51,25,84,35,86,57,61,Field,Entrepreneur,High leadership and risk-taking aptitude are ideal for entrepreneurship.,1. Identify market gap 2. Build MVP 3. Seek funding (angel/VC) 4. MBA helpful 5. Join startup ecosystem,Variable 5-25 LPA,"IITs, IIMs, ISB, BITS, NID",High
88,31,Postgraduate,Computer Science,Innovator,Hybrid,Healthcare,52,80,80,42,75,48,78,28,89,80,55,Hybrid,Entrepreneur,High leadership and risk-taking aptitude are ideal for entrepreneurship.,1. Identify market gap 2. Build MVP 3. Seek funding (angel/VC) 4. MBA helpful 5. Join startup ecosystem,Variable 5-25 LPA,"IITs, IIMs, ISB, BITS, NID",High
89,23,Undergraduate,Commerce,Innovator,Hybrid,Technology,40,81,95,46,63,47,46,75,72,50,75,Hybrid,Content Creator,Creativity and communication skills fuel successful content creation.,1. Choose a niche 2. Learn video editing/writing 3. Build social media presence 4. Monetize via brand deals 5. Scale with team,4-15 LPA,"IIMC, Whistling Woods, SRFTI, Online platforms",High
90,29,Postgraduate,Commerce,Organizer,Team,Law,84,58,52,34,82,51,54,86,74,56,70,Office,Financial Analyst,Strong math and analytical skills are vital for financial analysis.,1. B.Com/BBA Finance 2. CFA/CFP certifications 3. MBA Finance 4. Excel/Bloomberg proficiency 5. Banks/investment firms,7-20 LPA,"SRCC, NISM, IIMs, SP Jain, NMIMS",High
91,28,Postgraduate,Science,Researcher,Team,Media,66,82,62,25,78,82,39,74,47,68,71,Office,Pharmacist,Strong biology knowledge and attention to detail are key for pharmacy.,1. B.Pharm (4 yrs) 2. GPAT for M.Pharm 3. Drug store license 4. Internship in hospital 5. Hospital pharmacy/retail/pharma companies,4-12 LPA,"ICT Mumbai, Jamia Hamdard, JSS, Manipal, Amrita",Medium
92,23,Postgraduate,Commerce,Analytical,Independent,Business,89,70,34,32,82,69,5,86,67,47,66,Office,Financial Analyst,Strong math and analytical skills are vital for financial analysis.,1. B.Com/BBA Finance 2. CFA/CFP certifications 3. MBA Finance 4. Excel/Bloomberg proficiency 5. Banks/investment firms,7-20 LPA,"SRCC, NISM, IIMs, SP Jain, NMIMS",High
93,23,Diploma,Arts,Creative,Hybrid,Media,39,85,80,39,29,42,60,56,83,46,76,Remote,Content Creator,Creativity and communication skills fuel successful content creation.,1. Choose a niche 2. Learn video editing/writing 3. Build social media presence 4. Monetize via brand deals 5. Scale with team,4-15 LPA,"IIMC, Whistling Woods, SRFTI, Online platforms",High
94,23,Postgraduate,Engineering,Researcher,Independent,Healthcare,78,68,54,84,43,76,46,75,85,41,57,Office,Cybersecurity Analyst,Strong tech skills and analytical thinking are core for cybersecurity.,1. Learn networking & OS 2. CEH/CISSP certifications 3. Ethical hacking courses 4. B.Tech CS 5. Security firms,7-18 LPA,"IITs, NITs, CDAC, Symbiosis, SRM",High
95,22,Undergraduate,Commerce,Innovator,Independent,Design,70,80,72,69,32,65,76,81,85,48,58,Field,Entrepreneur,High leadership and risk-taking aptitude are ideal for entrepreneurship.,1. Identify market gap 2. Build MVP 3. Seek funding (angel/VC) 4. MBA helpful 5. Join startup ecosystem,Variable 5-25 LPA,"IITs, IIMs, ISB, BITS, NID",High
96,30,Postgraduate,Arts,Analytical,Hybrid,Design,88,45,91,36,16,20,69,73,65,59,74,Field,Lawyer,Strong communication and logical reasoning are essential for law.,1. Clear CLAT/AILET 2. BA LLB (5 yrs) 3. Enroll at Bar Council 4. Internships 5. Law firms or judiciary,6-20 LPA,"NLSIU, NALSAR, NLU Delhi, NUJS, Symbiosis Law",Medium
97,18,High School,Arts,Innovator,Independent,Technology,52,95,81,57,61,44,28,48,78,53,75,Hybrid,Content Creator,Creativity and communication skills fuel successful content creation.,1. Choose a niche 2. Learn video editing/writing 3. Build social media presence 4. Monetize via brand deals 5. Scale with team,4-15 LPA,"IIMC, Whistling Woods, SRFTI, Online platforms",High
98,24,Undergraduate,Engineering,Organizer,Independent,Healthcare,82,81,66,62,88,38,38,78,69,40,64,Hybrid,Financial Analyst,Strong math and analytical skills are vital for financial analysis.,1. B.Com/BBA Finance 2. CFA/CFP certifications 3. MBA Finance 4. Excel/Bloomberg proficiency 5. Banks/investment firms,7-20 LPA,"SRCC, NISM, IIMs, SP Jain, NMIMS",High
99,28,Postgraduate,Science,Helper,Team,Media,49,42,44,21,72,83,30,71,30,82,45,Field,Pharmacist,Strong biology knowledge and attention to detail are key for pharmacy.,1. B.Pharm (4 yrs) 2. GPAT for M.Pharm 3. Drug store license 4. Internship in hospital 5. Hospital pharmacy/retail/pharma companies,4-12 LPA,"ICT Mumbai, Jamia Hamdard, JSS, Manipal, Amrita",Medium
100,21,Undergraduate,Engineering,Analytical,Team,Design,77,54,45,78,87,42,53,76,70,57,76,Office,Mechanical Engineer,Strong math and logical skills suit mechanical engineering roles.,1. B.Tech Mechanical 2. CAD/CAM skills 3. GATE for PSUs/M.Tech 4. Internships in manufacturing 5. BHEL/TATA/Maruti etc.,5-15 LPA,"IITs, NITs, VIT, Manipal, PEC",Medium
101,18,Undergraduate,Engineering,Researcher,Independent,Healthcare,91,5,91,81,83,49,47,90,39,62,59,Hybrid,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
102,20,Undergraduate,Arts,Researcher,Independent,Healthcare,54,63,88,30,94,69,39,88,45,76,59,Office,Psychologist,"Empathy, communication, and analytical skills suit psychology.",1. BA/BSc Psychology 2. MA/MSc Psychology 3. MPhil Clinical Psych 4. RCI registration 5. Hospitals/NGOs/private practice,5-14 LPA,"NIMHANS, TISS, JNU, Christ University, Amity",Medium
103,31,Postgraduate,Arts,Helper,Hybrid,Law,52,51,77,5,30,51,72,71,53,73,54,Office,Teacher,Strong communication and patience make an excellent educator.,1. B.Ed after graduation 2. CTET/TET exams 3. Master's in subject 4. NET for college teaching 5. Government/private schools,4-12 LPA,"NCERT, DU, BHU, Jamia, Amity",High
104,19,Undergraduate,Commerce,Leader,Hybrid,Technology,55,69,81,65,57,52,76,72,47,83,60,Hybrid,HR Manager,Strong interpersonal and leadership skills are essential for HR roles.,1. BBA/BA 2. MBA HR 3. SHRM/XLRI certifications 4. HR internships 5. Corporate HR departments,6-16 LPA,"XLRI, TISS, IIMs, Symbiosis, Amity",Medium
105,26,Postgraduate,Science,Organizer,Independent,Finance,73,60,33,76,73,5,77,69,49,75,60,Field,Civil Engineer,Mathematical aptitude and problem solving are core for civil engineering.,1. B.Tech Civil Engineering 2. AutoCAD/STAAD skills 3. GATE for PSUs 4. Site experience 5. CPWD/NHAI/private construction,5-15 LPA,"IITs, NITs, BITS, Jadavpur, Anna University",Medium
106,22,Diploma,Computer Science,Creative,Team,Business,95,78,85,61,39,61,76,65,44,68,67,Remote,UI/UX Designer,High creativity and user empathy are key for UI/UX design.,1. Learn Figma/Adobe XD 2. Study design principles 3. Build portfolio 4. B.Des/BCA 5. Join product companies,6-16 LPA,"NID, NIFT, Srishti, MIT-ID, Pearl Academy",High
107,32,Postgraduate,Computer Science,Analytical,Hybrid,Healthcare,72,69,73,78,44,35,51,77,58,81,45,Remote,DevOps Engineer,Tech skills combined with organization aptitude fit DevOps workflows.,1. Learn Linux & scripting 2. Docker/Kubernetes 3. CI/CD pipelines 4. B.Tech IT/CS 5. Work in product companies,8-18 LPA,"NITs, VIT, Pune University, KIIT, SRM",High
108,25,Undergraduate,Engineering,Organizer,Team,Law,84,43,87,48,86,22,37,75,68,47,47,Office,Financial Analyst,Strong math and analytical skills are vital for financial analysis.,1. B.Com/BBA Finance 2. CFA/CFP certifications 3. MBA Finance 4. Excel/Bloomberg proficiency 5. Banks/investment firms,7-20 LPA,"SRCC, NISM, IIMs, SP Jain, NMIMS",High
109,17,High School,Commerce,Innovator,Independent,Education,65,90,85,33,29,57,67,40,70,54,78,Hybrid,Content Creator,Creativity and communication skills fuel successful content creation.,1. Choose a niche 2. Learn video editing/writing 3. Build social media presence 4. Monetize via brand deals 5. Scale with team,4-15 LPA,"IIMC, Whistling Woods, SRFTI, Online platforms",High
110,20,Undergraduate,Arts,Creative,Hybrid,Media,73,69,83,58,31,59,55,46,72,54,67,Hybrid,Digital Marketer,Creative communication skills and analytical thinking drive digital marketing.,1. Learn SEO/SEM & social media 2. Google/Meta certifications 3. BBA/MBA Marketing 4. Build campaigns 5. Marketing agencies,4-14 LPA,"MICA, IIMK, Symbiosis, Amity, NMIMS",High
111,17,Diploma,Arts,Creative,Hybrid,Healthcare,68,90,80,46,21,18,47,40,66,68,77,Field,Journalist,Strong communication and curiosity drive journalism success.,1. BA Mass Comm/Journalism 2. Internship at media house 3. Build portfolio 4. PG diploma optional 5. Print/TV/digital media,4-12 LPA,"IIMC, ACJ, Symbiosis, Jamia, Xavier's Mumbai",Medium
112,26,Postgraduate,Engineering,Analytical,Independent,Finance,74,71,57,77,86,29,61,77,61,65,60,Field,Civil Engineer,Mathematical aptitude and problem solving are core for civil engineering.,1. B.Tech Civil Engineering 2. AutoCAD/STAAD skills 3. GATE for PSUs 4. Site experience 5. CPWD/NHAI/private construction,5-15 LPA,"IITs, NITs, BITS, Jadavpur, Anna University",Medium
113,22,Undergraduate,Arts,Leader,Hybrid,Law,84,83,93,12,79,71,73,83,54,73,60,Office,Lawyer,Strong communication and logical reasoning are essential for law.,1. Clear CLAT/AILET 2. BA LLB (5 yrs) 3. Enroll at Bar Council 4. Internships 5. Law firms or judiciary,6-20 LPA,"NLSIU, NALSAR, NLU Delhi, NUJS, Symbiosis Law",Medium
114,29,Postgraduate,Computer Science,Analytical,Team,Media,79,68,61,77,50,38,52,87,78,65,60,Office,Cybersecurity Analyst,Strong tech skills and analytical thinking are core for cybersecurity.,1. Learn networking & OS 2. CEH/CISSP certifications 3. Ethical hacking courses 4. B.Tech CS 5. Security firms,7-18 LPA,"IITs, NITs, CDAC, Symbiosis, SRM",High
115,23,Diploma,Arts,Creative,Hybrid,Business,54,92,73,64,22,64,93,66,50,63,50,Remote,Graphic Designer,Exceptional creative aptitude is the foundation for graphic design.,1. Learn Adobe Suite (PS/AI/ID) 2. B.Des or Diploma 3. Build design portfolio 4. Freelance projects 5. Design agencies/in-house teams,4-12 LPA,"NID, NIFT, Srishti, Pearl Academy, MIT-ID",Medium
116,35,Postgraduate,Engineering,Innovator,Independent,Media,55,83,46,75,69,49,59,70,56,46,71,Office,Architect,Creative vision combined with mathematical aptitude suits architecture.,1. Clear NATA/JEE 2. B.Arch (5 yrs) 3. AutoCAD/Revit skills 4. Internship with firms 5. Council of Architecture registration,5-16 LPA,"SPA Delhi, CEPT, IIT Kharagpur, Chandigarh College of Arch, RVCA",Medium
117,22,Undergraduate,Science,Helper,Hybrid,Healthcare,33,85,75,25,70,78,28,80,50,67,72,Field,Pharmacist,Strong biology knowledge and attention to detail are key for pharmacy.,1. B.Pharm (4 yrs) 2. GPAT for M.Pharm 3. Drug store license 4. Internship in hospital 5. Hospital pharmacy/retail/pharma companies,4-12 LPA,"ICT Mumbai, Jamia Hamdard, JSS, Manipal, Amrita",Medium
118,18,Undergraduate,Engineering,Researcher,Hybrid,Education,86,48,51,87,84,55,68,82,41,66,64,Remote,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
119,22,Diploma,Commerce,Creative,Independent,Law,63,68,90,68,68,57,61,25,68,50,51,Remote,Digital Marketer,Creative communication skills and analytical thinking drive digital marketing.,1. Learn SEO/SEM & social media 2. Google/Meta certifications 3. BBA/MBA Marketing 4. Build campaigns 5. Marketing agencies,4-14 LPA,"MICA, IIMK, Symbiosis, Amity, NMIMS",High
120,27,Undergraduate,Arts,Innovator,Hybrid,Design,75,84,19,59,75,25,46,72,49,54,64,Field,Architect,Creative vision combined with mathematical aptitude suits architecture.,1. Clear NATA/JEE 2. B.Arch (5 yrs) 3. AutoCAD/Revit skills 4. Internship with firms 5. Council of Architecture registration,5-16 LPA,"SPA Delhi, CEPT, IIT Kharagpur, Chandigarh College of Arch, RVCA",Medium
121,21,Undergraduate,Science,Organizer,Team,Business,68,70,30,78,87,27,57,86,55,43,64,Office,Mechanical Engineer,Strong math and logical skills suit mechanical engineering roles.,1. B.Tech Mechanical 2. CAD/CAM skills 3. GATE for PSUs/M.Tech 4. Internships in manufacturing 5. BHEL/TATA/Maruti etc.,5-15 LPA,"IITs, NITs, VIT, Manipal, PEC",Medium
122,24,Undergraduate,Engineering,Creative,Team,Media,58,90,46,64,75,69,23,76,33,63,60,Field,Architect,Creative vision combined with mathematical aptitude suits architecture.,1. Clear NATA/JEE 2. B.Arch (5 yrs) 3. AutoCAD/Revit skills 4. Internship with firms 5. Council of Architecture registration,5-16 LPA,"SPA Delhi, CEPT, IIT Kharagpur, Chandigarh College of Arch, RVCA",Medium
123,32,Postgraduate,Commerce,Analytical,Independent,Technology,81,14,25,56,83,62,43,84,63,65,52,Hybrid,Financial Analyst,Strong math and analytical skills are vital for financial analysis.,1. B.Com/BBA Finance 2. CFA/CFP certifications 3. MBA Finance 4. Excel/Bloomberg proficiency 5. Banks/investment firms,7-20 LPA,"SRCC, NISM, IIMs, SP Jain, NMIMS",High
124,18,Undergraduate,Commerce,Organizer,Hybrid,Technology,79,19,77,49,77,54,83,87,40,74,61,Office,Product Manager,Leadership and strategic thinking are essential for product management.,1. B.Tech or BBA 2. Work experience (2-3 yrs) 3. MBA/PGDM 4. PM certifications (PMI-ACP) 5. Tech/startup companies,12-25 LPA,"IIMs, ISB, XLRI, IIT MBA, SP Jain",High
125,24,Postgraduate,Science,Helper,Team,Education,62,37,66,50,55,89,86,80,30,81,69,Field,Doctor,High biology aptitude and stress tolerance suit the medical profession.,1. Score high in NEET 2. MBBS (5.5 yrs) 3. MD/MS specialization 4. Residency 5. Government/private hospitals,8-25 LPA,"AIIMS, CMC Vellore, JIPMER, MAMC, KMC",High
126,33,Postgraduate,Commerce,Helper,Independent,Law,67,72,84,38,21,37,72,63,55,71,47,Field,Teacher,Strong communication and patience make an excellent educator.,1. B.Ed after graduation 2. CTET/TET exams 3. Master's in subject 4. NET for college teaching 5. Government/private schools,4-12 LPA,"NCERT, DU, BHU, Jamia, Amity",High
127,28,Undergraduate,Science,Researcher,Team,Design,45,28,79,36,61,89,30,88,64,85,62,Field,Doctor,High biology aptitude and stress tolerance suit the medical profession.,1. Score high in NEET 2. MBBS (5.5 yrs) 3. MD/MS specialization 4. Residency 5. Government/private hospitals,8-25 LPA,"AIIMS, CMC Vellore, JIPMER, MAMC, KMC",High
128,21,Undergraduate,Science,Creative,Independent,Law,63,87,55,72,76,33,37,81,41,44,61,Field,Architect,Creative vision combined with mathematical aptitude suits architecture.,1. Clear NATA/JEE 2. B.Arch (5 yrs) 3. AutoCAD/Revit skills 4. Internship with firms 5. Council of Architecture registration,5-16 LPA,"SPA Delhi, CEPT, IIT Kharagpur, Chandigarh College of Arch, RVCA",Medium
